category_slug,subcategory_slug,text,difficulty,explanation,law_name,law_article,source_url,law_version_date,is_prime,option_a,option_b,option_c,option_d,correct_option
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „რეფერენდუმის დანიშვნა“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 174 ადგენს/განმარტავს საკითხს „რეფერენდუმის დანიშვნა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 174,,2025-12-17,false,"დამკვირვებლის, საარჩევნო სუბიექტისა და მედიის წარმომადგენლების მიერ ამ კანონის 41-ე მუხლის მე-2 პუნქტის „ბ“–„დ“ ქვეპუნქტებით დაკისრებული მოთხოვნების დარღვევა – გამოიწვევს შესაბამისი პირის დაჯარიმებას 500 ლარის...","საოლქო საარჩევნო კომისია შედგება არაუმეტეს 17 წევრისგან, რომლებსაც ამ კანონით დადგენილ ვადაში და დადგენილი წესით ნიშნავენ/ირჩევენ ამავე კანონით განსაზღვრული სუბიექტები","რეფერენდუმს ნიშნავს საქართველოს პრეზიდენტი ბრძანებულებით, რომელიც საჭიროებს საქართველოს პრემიერ-მინისტრის თანახელმოწერას, გარდა იმ შემთხვევისა, როდესაც რეფერენდუმი საქართველოს მთავრობის მოთხოვნით ინიშნება","თუ პარტიულ სიაში ასარჩევი საქართველოს პარლამენტის წევრობის კანდიდატი აღარ არის, პარლამენტის წევრის ეს მანდატი გაუქმებულად ჩაითვლება",C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „რეფერენდუმის მოწყობის საინიციატივო ჯგუფი“?",easy,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 175 ადგენს/განმარტავს საკითხს „რეფერენდუმის მოწყობის საინიციატივო ჯგუფი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 175,,2025-12-17,false,"ცესკოს დადგენილება არის კანონქვემდებარე ნორმატიული აქტი, რომლის მიღებაც შეიძლება მხოლოდ კანონით პირდაპირ განსაზღვრულ შემთხვევებში",საქართველოს პრეზიდენტის მორიგი არჩევნები იმართება პრეზიდენტის უფლებამოსილების ვადის ამოწურვის კალენდარული წლის ოქტომბერში,პარტიის/ამომრჩეველთა საინიციატივო ჯგუფის წარმომადგენელს ზემოაღნიშნული სიისა და საბუთების სრულყოფისთვის 3 დღე ეძლევა,"თუ რეფერენდუმის გამართვის ინიციატივა ამომრჩევლებს ეკუთვნით, იქმნება საინიციატივო ჯგუფი",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „ხელმოწერების შეგროვების წესი და ვადები“?",medium,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 176 ადგენს/განმარტავს საკითხს „ხელმოწერების შეგროვების წესი და ვადები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 176,,2025-12-17,false,ხელმოწერები უნდა შეგროვდეს საინიციატივო ჯგუფთან შეთანხმებული და ცესკოს დადგენილი ნიმუშის ფურცელზე,საუბნო საარჩევნო კომისიის 9 წევრს ამ კანონის მე-13 მუხლით დადგენილი წესით ნიშნავენ შესაბამისი პარტიები,საგანგებო ან საომარი მდგომარეობის დროს თბილისის საკრებულოს არჩევნები არ ტარდება,"თუ რეფერენდუმის გამართვის ინიციატივა ამომრჩევლებს ეკუთვნით, იქმნება საინიციატივო ჯგუფი",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „ხელმოწერების შეგროვების შედეგების განხილვა“?",medium,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 177 ადგენს/განმარტავს საკითხს „ხელმოწერების შეგროვების შედეგების განხილვა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 177,,2025-12-17,false,სარეფერენდუმოდ შემოთავაზებული საკითხი საინიციატივო ჯგუფმა მკაფიოდ და კონკრეტულად უნდა ჩამოაყალიბოს,"თუ დადგინდა, რომ მოქალაქემ 2-ჯერ ან 2-ზე მეტჯერ მოაწერა ხელი განცხადებას რეფერენდუმის მოწყობის შესახებ, მისი ყველა ხელმოწერა ბათილად ითვლება",შემაჯამებელ ოქმს და ამ კანონით დადგენილი წესით დამოწმებულ მის ასლს ერთნაირი იურიდიული ძალა აქვს,"მერის არჩევნებში არჩეულად ჩაითვლება ის კანდიდატი, რომელმაც არჩევნებში მონაწილე ამომრჩეველთა ხმების 50%-ზე მეტი მიიღო",B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „რეფერენდუმის მოწყობის მოთხოვნასთან დაკავშირებული გადაწყვეტილების მიღება“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 178 ადგენს/განმარტავს საკითხს „რეფერენდუმის მოწყობის მოთხოვნასთან დაკავშირებული გადაწყვეტილების მიღება“.",საქართველოს საარჩევნო კოდექსი,მუხლი 178,,2025-12-17,false,"საოლქო საარჩევნო კომისიის ყველა წევრი, რომლებიც ესწრებიან კომისიის სხდომას, ვალდებულია ხელი მოაწეროს კენჭისყრის/არჩევნების შედეგების შემაჯამებელ ოქმს","თუ ამ ამომრჩეველთა ყველაზე მეტი ნამდვილი ხმა ორმა ან ორზე მეტმა კანდიდატმა თანაბარი რაოდენობით მიიღო, აღნიშნულ კანდიდატთაგან არჩეულად ითვლება ის კანდიდატი, რომელმაც საარჩევნო რეგისტრაცია უფრო ადრე გაიარა",რეფერენდუმის მოწყობის მოთხოვნასთან დაკავშირებით საქართველოს პრეზიდენტი იღებს ერთ-ერთ შემდეგ გადაწყვეტილებას: ა) რეფერენდუმის თარიღის დანიშვნის შესახებ; ბ) რეფერენდუმის მოწყობის მოთხოვნაზე მოტივირებული უარის...,"საჯარო სამართლის იურიდიული პირი − საარჩევნო სისტემების განვითარების, რეფორმებისა და სწავლების ცენტრი (შემდგომ − სწავლების ცენტრი) არის საარჩევნო კოდექსის საფუძველზე შექმნილი საჯარო სამართლის იურიდიული პირი",C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „რეფერენდუმის მოწყობის ვადები“?",medium,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 179 ადგენს/განმარტავს საკითხს „რეფერენდუმის მოწყობის ვადები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 179,,2025-12-17,false,"ცესკოს თავმჯდომარის მოადგილის, ცესკოს მდივნის კანდიდატურის დასახელების უფლება აქვს ცესკოს არანაკლებ 2 წევრს",განკარგულება პარტიის/ამომრჩეველთა საინიციატივო ჯგუფის წარმომადგენელს დაუყოვნებლივ ეცნობება და მოთხოვნისთანავე გადაეცემა,შუალედური არჩევნების/მუნიციპალიტეტის წარმომადგენლობითი ორგანოს რიგგარეშე არჩევნების/მუნიციპალიტეტის აღმასრულებელი ორგანოს რიგგარეშე არჩევნების დღე უქმე დღეა მხოლოდ შესაბამისი საარჩევნო ოლქის (ოლქების)...,რეფერენდუმი იმართება არა უადრეს 2 თვისა და არა უგვიანეს 6 თვისა საქართველოს პრეზიდენტის მიერ რეფერენდუმის მოწყობის შესახებ გადაწყვეტილების მიღების დღიდან,D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „რეფერენდუმის მოწყობის თაობაზე მოთხოვნის გამოთხოვა“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 180 ადგენს/განმარტავს საკითხს „რეფერენდუმის მოწყობის თაობაზე მოთხოვნის გამოთხოვა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 180,,2025-12-17,false,"საქართველოს პარლამენტი, საქართველოს მთავრობა, საინიციატივო ჯგუფი უფლებამოსილია გამოითხოვოს თავისი მოთხოვნა რეფერენდუმის მოწყობის თაობაზე საქართველოს პრეზიდენტის მიერ რეფერენდუმის დანიშვნის შესახებ...","საარჩევნო, სარეფერენდუმო ან საპლებისციტო კომისიებისათვის საჭირო მასალებისა და მონაცემების წარდგენაზე უარის თქმა ან მათი გადაწყვეტილების შეუსრულებლობა – გამოიწვევს თანამდებობის პირთა დაჯარიმებას 1 000 ლარის...","ადაპტირებული საარჩევნო უბნის ამომრჩეველთა სპეციალურ სიაში შეიტანება ამომრჩევლის შესახებ იგივე მონაცემები, რომლებიც არის ამომრჩეველთა ერთიან სიაში, და დამატებით აღინიშნება ამ ამომრჩევლის რიგითი ნომერი...",განმეორებითი კენჭისყრისას საარჩევნო უბანში კენჭისყრის შედეგების გაბათილების შემთხვევაში შესაბამისი საოლქო საარჩევნო კომისია საარჩევნო ოლქში ჩატარებული არჩევნების შედეგებს აჯამებს ამ უბნების გაუთვალისწინებლად,A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საარჩევნო კომისიები“?",easy,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 181 ადგენს/განმარტავს საკითხს „საარჩევნო კომისიები“.",საქართველოს საარჩევნო კოდექსი,მუხლი 181,,2025-12-17,false,საარჩევნო პერიოდში ცესკოს სათანადო სამსახური მხარდამჭერთა სიებს ამოწმებს და დასკვნას წარუდგენს ცესკოს თავმჯდომარეს სიების წარდგენიდან 2 დღის ვადაში,რეფერენდუმის მომზადებასა და გამართვას უზრუნველყოფენ ცესკო და საოლქო და საუბნო საარჩევნო კომისიები,საარჩევნო უბნის გახსნიდან კენჭისყრის დაწყებამდე პროცედურები ტარდება შემდეგი თანამიმდევრობით: ა) საარჩევნო უბნის გახსნისთანავე იხსნება კენჭისყრის დღის ჩანაწერთა წიგნი,"ამომრჩეველთა ერთიან სიაში ამომრჩევლის შესახებ მონაცემები, როგორც წესი, შეიტანება მისი რეგისტრაციის ადგილის მიხედვით",B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საინიციატივო ჯგუფის წევრთა მონაწილეობა სარეფერენდუმო კომისიების მუშაობაში“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 182 ადგენს/განმარტავს საკითხს „საინიციატივო ჯგუფის წევრთა მონაწილეობა სარეფერენდუმო კომისიების მუშაობაში“.",საქართველოს საარჩევნო კოდექსი,მუხლი 182,,2025-12-17,false,წარდგენილ პარტიულ სიაში საკრებულოს წევრობის კანდიდატთა რაოდენობა არ უნდა იყოს პროპორციული სისტემით ასარჩევ საკრებულოს წევრთა რაოდენობის ორ მეხუთედზე ნაკლები და არ უნდა აღემატებოდეს ამ რაოდენობის სამმაგ ოდენობას,"საქართველოს პრეზიდენტის აღნიშნული ბრძანებულება საჭიროებს საქართველოს პრემიერ-მინისტრის თანახელმოწერას, გარდა იმ შემთხვევისა, როდესაც რეფერენდუმი საქართველოს მთავრობის მოთხოვნით ინიშნება","თუ რეფერენდუმი დანიშნულია ამომრჩეველთა მოთხოვნის საფუძველზე, საინიციატივო ჯგუფს უფლება აქვს, დანიშნოს წარმომადგენელი საარჩევნო კომისიებში",კენჭისყრის დღეს კენჭისყრის შენობაში წესრიგის დაცვას ხელმძღვანელობს და მისთვის პასუხისმგებელია საუბნო საარჩევნო კომისიის თავმჯდომარე,C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „რეფერენდუმის შედეგების შეჯამება და გადაწყვეტილების ძალაში შესვლა“?",hard,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 183 ადგენს/განმარტავს საკითხს „რეფერენდუმის შედეგების შეჯამება და გადაწყვეტილების ძალაში შესვლა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 183,,2025-12-17,false,განკარგულება პარტიის/ამომრჩეველთა საინიციატივო ჯგუფის წარმომადგენელს დაუყოვნებლივ ეცნობება და მოთხოვნისთანავე გადაეცემა,"კენჭისყრის შენობაში ყოფნის უფლების მქონე პირებს უფლება აქვთ, მიუთითონ მთვლელს, ცალკე გადადოს ის საარჩევნო ბიულეტენები, რომელთა ნამდვილობაც საეჭვოდ იქნა მიჩნეული",ადგილობრივი დამკვირვებელი ორგანიზაცია არჩევნებზე დაკვირვებას ახორციელებს ორგანიზაციის წარმომადგენლის – ადგილობრივი დამკვირვებლის − მეშვეობით,"სარეფერენდუმო საკითხი დადებითად გადაწყვეტილად ჩაითვლება, თუ მას ხმა მისცა რეფერენდუმში მონაწილეთა ნახევარზე მეტმა",D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „არჩევნებში იმ ამომრჩევლის მონაწილეობის დროებითი წესი, რომელიც მოიხსნა საცხოვრებელი ადგილის მიხედვით რეგისტრაციიდან ან რომლის რეგისტრაციაც ძალადაკარგულად გამოცხადდა სააგენტოს გადაწყვეტილებით ან რომელიც რეგისტრირებულია მისამართის მითითების გარეშე“?",easy,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 184 ადგენს/განმარტავს საკითხს „არჩევნებში იმ ამომრჩევლის მონაწილეობის დროებითი წესი, რომელიც მოიხსნა საცხოვრებელი ადგილის მიხედვით რეგისტრაციიდან ან რომლის რეგისტრაციაც ძალადაკარგულად გამოცხადდა სააგენტოს გადაწყვეტილებით ან რომელიც რეგისტრირებულია მისამართის მითითების გარეშე“.",საქართველოს საარჩევნო კოდექსი,მუხლი 184,,2025-12-17,false,ამ მუხლით დადგენილი წესი მოქმედებს 2026 წლის 1 იანვრამდე,საქართველოს პრეზიდენტის არჩევნების შედეგების შემაჯამებელ ოქმს ხელს აწერენ ცესკოს თავმჯდომარე და მდივანი,გადასატანი საარჩევნო ყუთის მეშვეობით კენჭისყრის პროცედურა იწყება კენჭისყრის დღის 9 საათიდან და სრულდება 19 საათზე,"პლებისციტის ჩატარებაზე ვრცელდება ამ კანონით დადგენილი წესები, გარდა 171-ე მუხლით დადგენილისა",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე წინასაარჩევნო კამპანიის წარმოების საინფორმაციო უზრუნველყოფის დროებითი წესი“?",medium,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 185 ადგენს/განმარტავს საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე წინასაარჩევნო კამპანიის წარმოების საინფორმაციო უზრუნველყოფის დროებითი წესი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 185,,2025-12-17,false,"იგივე ქმედება, ჩადენილი თანამდებობის პირთა მიერ, − გამოიწვევს დაჯარიმებას 2000 ლარის ოდენობით",საერთო მაუწყებელი უფლებამოსილია დებატებისას მოიწვიოს აგრეთვე შესაბამის არჩევნებში მონაწილე სხვა პარტია/ბლოკი,"ამომრჩეველთა ერთიანი სია არის საქართველოს კანონმდებლობით დადგენილი წესით რეგისტრირებულ, აქტიური საარჩევნო უფლების მქონე პირთა სია, რომელიც იყოფა საარჩევნო უბნების მიხედვით","საერთაშორისო დამკვირვებელ ორგანიზაციას, აგრეთვე იმ ადგილობრივ დამკვირვებელ ორგანიზაციას, რომელიც დაკვირვებას ახორციელებს ერთზე მეტ საარჩევნო ოლქში, რეგისტრაციაში ატარებს ცესკო",B
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენის დღიდან საქართველოს პარლამენტის 2024 წლის 26 ოქტომბრის არჩევნებში არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე წინასაარჩევნო კამპანიის წარმოების საინფორმაციო უზრუნველყოფის დროებითი წესი“?",hard,"სწორი პასუხია C, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 186 ადგენს/განმარტავს საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენის დღიდან საქართველოს პარლამენტის 2024 წლის 26 ოქტომბრის არჩევნებში არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე წინასაარჩევნო კამპანიის წარმოების საინფორმაციო უზრუნველყოფის დროებითი წესი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 186,,2025-12-17,false,"საქართველოს პარლამენტის არჩევნების დროს დგება 1 შემაჯამებელი ოქმი, ხოლო მუნიციპალიტეტის წარმომადგენლობითი ორგანოს – საკრებულოს არჩევნების დროს − 2 შემაჯამებელი ოქმი","თუ კომისიის თავმჯდომარის გადაწყვეტილება კენჭისყრის შეწყვეტას ეხება, მისი დადასტურების ან გაუქმების შესახებ კომისიის გადაწყვეტილება მიიღება განკარგულებით, რომელშიც აღინიშნება კენჭისყრის შეწყვეტის მიზეზი და დრო","უფასო საეთერო დრო ამ კანონით დადგენილი წესით თანაბრად ეძლევათ იმ პარტიებსა და საარჩევნო ბლოკებს, რომლებმაც ბოლო საპარლამენტო არჩევნებში საქართველოს კონსტიტუციით დადგენილი შესაბამისი საარჩევნო ბარიერი გადალახეს",განმეორებითი კენჭისყრისას საარჩევნო უბანში კენჭისყრის შედეგების გაბათილების შემთხვევაში შესაბამისი საოლქო საარჩევნო კომისია საარჩევნო ოლქში ჩატარებული არჩევნების შედეგებს აჯამებს ამ უბნების გაუთვალისწინებლად,C
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე საარჩევნო სუბიექტის წარმომადგენლის დაფინანსების დროებითი წესი“?",easy,"სწორი პასუხია D, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 187 ადგენს/განმარტავს საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე საარჩევნო სუბიექტის წარმომადგენლის დაფინანსების დროებითი წესი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 187,,2025-12-17,false,"პარტიას/ამომრჩეველთა საინიციატივო ჯგუფს უფლება აქვს, რეგისტრაციის შემდეგ, კენჭისყრის დღემდე არაუგვიანეს 16 დღისა გააუქმოს თავისი გადაწყვეტილება მერობის კანდიდატის წარდგენის შესახებ",არჩევნებში მონაწილეთა ხმების რაოდენობაში არ ჩაითვლება ბათილად ცნობილი საარჩევნო ბიულეტენებით გათვალისწინებული ხმების რაოდენობა,"საქართველოს პარლამენტის წევრთა მანდატები განაწილდება იმ პოლიტიკურ პარტიებზე, რომლებმაც არჩევნებში მონაწილე ამომრჩეველთა ნამდვილი ხმების 5 პროცენტი მაინც მიიღეს",ერთი საარჩევნო უბნისთვის გამოყოფილი თანხა გაიცემა მხოლოდ ამ საარჩევნო უბანზე დანიშნულ წარმომადგენელზე (წარმომადგენლებზე),D
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე არჩევნების მეორე ტურის ჩატარებისას საარჩევნო სუბიექტის წარმომადგენლის დაფინანსების ჩარიცხვისათვის საჭირო ვადა“?",hard,"სწორი პასუხია A, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 188 ადგენს/განმარტავს საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნების შედეგად არჩეული პარლამენტის მიერ სრული უფლებამოსილების შეძენამდე არჩევნების მეორე ტურის ჩატარებისას საარჩევნო სუბიექტის წარმომადგენლის დაფინანსების ჩარიცხვისათვის საჭირო ვადა“.",საქართველოს საარჩევნო კოდექსი,მუხლი 188,,2025-12-17,false,"არჩევნების მეორე ტურში მონაწილე, დაფინანსების მიღების უფლების მქონე საარჩევნო სუბიექტის წარმომადგენლის დაფინანსების ჩარიცხვისათვის საჭირო ვადაა მეორე ტურის ჩატარების დღემდე არაუგვიანეს მე-3 დღე","პარტიული სიით არჩეული საქართველოს პარლამენტის წევრის უფლებამოსილების ვადამდე შეწყვეტისთანავე საქართველოს პარლამენტის წევრობის კანდიდატის სტატუსი აღუდგება იმ პირს, რომელიც ამ მუხლის შესაბამისად მისი...","ცესკო უფლებამოსილია მიიღოს დადგენილება ცესკოს კომპეტენციისთვის მიკუთვნებულ, ამ კანონითა და სხვა საკანონმდებლო აქტებით გაუთვალისწინებელ საარჩევნო და სხვა პროცედურებთან დაკავშირებულ საკითხებზედაც","თუ მაჟორიტარული საარჩევნო სისტემით არჩეულ საკრებულოს წევრს უფლებამოსილება ვადამდე შეუწყდება, ამ კანონით დადგენილი წესით ტარდება შუალედური არჩევნები",A
constitutional,election-code,"საქართველოს საარჩევნო კოდექსის მიხედვით, რომელი დებულება შეესაბამება საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნებისათვის საქართველოს სახელმწიფო ბიუჯეტიდან საარჩევნო კამპანიის ფონდის დაფინანსების დროებითი წესი“?",hard,"სწორი პასუხია B, რადგან საქართველოს საარჩევნო კოდექსის მუხლი 189 ადგენს/განმარტავს საკითხს „საქართველოს პარლამენტის 2020 წლის არჩევნებისათვის საქართველოს სახელმწიფო ბიუჯეტიდან საარჩევნო კამპანიის ფონდის დაფინანსების დროებითი წესი“.",საქართველოს საარჩევნო კოდექსი,მუხლი 189,,2025-12-17,false,ამ მონაცემების საფუძველზე ამომრჩეველთა ერთიანი სიის გრაფაში „ფაქტობრივი საცხოვრებელი ადგილი“ კეთდება ჩანაწერი „იმყოფება უცხოეთში“,საქართველოს სახელმწიფო ბიუჯეტიდან საარჩევნო კამპანიის დროს გაწეული ხარჯების დაფინანსების მიღების მიზნით საარჩევნო სუბიექტმა წერილობით უნდა მიმართოს ცესკოს არჩევნებამდე არაუგვიანეს 38 დღისა,ამ პუნქტით გათვალისწინებული წესის დარღვევის შემთხვევაში უფლებამოსილ პირს შეუძლია მიმართოს სასამართლოს და მოითხოვოს ხარჯების შეჩერება,თვითმმართველი ქალაქის/თემის საკრებულოს არჩევნებისას ამომრჩეველს აქვს ერთი ხმის უფლება პროპორციული საარჩევნო სისტემის საფუძველზე და ერთი ხმის უფლება მაჟორიტარული საარჩევნო სისტემის საფუძველზე,B
